School,Journal,Article,Author,Year,Volume
Massachusetts Institute of Technology,Manufacturing and Service Operations Management,"COVID-19: Prediction, Prevalence, and the Operations of Vaccine Allocation","Amine Bennouna - Massachusetts Institute of Technology (MIT)
Joshua Joseph - Massachusetts Institute of Technology (MIT)
David Nze-Ndong - Massachusetts Institute of Technology (MIT)
Georgia Perakis - Massachusetts Institute of Technology (MIT)
Omar Skali Lami - Massachusetts Institute of Technology (MIT)
Yannis Spantidakis - Massachusetts Institute of Technology (MIT)
Leann Thayaparan - Massachusetts Institute of Technology (MIT)
Asterios Tsiourvas - Massachusetts Institute of Technology (MIT)
Divya Singhvi - New York University (NYU)",2023,25
Massachusetts Institute of Technology,Manufacturing and Service Operations Management,Redesigning Sample Transportation in Malawi Through Improved Data Sharing and Daily Route Optimization,"Emma Gibson - Massachusetts Institute of Technology (MIT)
Jonas Oddur Jonasson - Massachusetts Institute of Technology (MIT)
Kara Palamountain - Northwestern University
Sarang Deo - Indian School of Business (ISB)
Mphatso Kachule - Riders for Health Malawi",2023,25
Massachusetts Institute of Technology,Manufacturing and Service Operations Management,Ancillary Services in Targeted Advertising: From Prediction to Prescription,"Georgia Perakis - Massachusetts Institute of Technology (MIT)
Omar Skali Lami - Massachusetts Institute of Technology (MIT)
Divya Singhvi - New York University (NYU)
Alison Borenstein - Wayfair
Ankit Mangal - Wayfair
Stefan Poninghaus - Wayfair
Jiong Wei Lua - Wayfair",2023,25
Massachusetts Institute of Technology,Management Science,Design and Analysis of Switchback Experiments,"Jinglong Zhao - Boston University
Iavor Bojinov - Harvard University
David Simchi-Levi - Massachusetts Institute of Technology (MIT)",2023,69
Massachusetts Institute of Technology,The Review of Financial Studies,"Trust, Transparency, and Complexity","Richard T Thakor - Massachusetts Institute of Technology (MIT)
Robert C Merton - Massachusetts Institute of Technology (MIT)
Robert C Merton - National Bureau of Economic Research (NBER)
Richard T Thakor - University of Minnesota at Twin Cities",2023,36
Massachusetts Institute of Technology,Management Science,Estimating and Exploiting the Impact of Photo Layout: A Structural Approach,"Hanwei Li - City University of Hong Kong
David Simchi-Levi - Massachusetts Institute of Technology (MIT)
Michelle Xiao Wu - Massachusetts Institute of Technology (MIT)
Weiming Zhu - University of Hong Kong",2023,69
Massachusetts Institute of Technology,Management Science,Nonstationary Reinforcement Learning: The Blessing of (More) Optimism,"Ruihao Zhu - Cornell University
David Simchi-Levi - Massachusetts Institute of Technology (MIT)
Wang Chi Cheung - National University of Singapore (NUS)",2023,69
Massachusetts Institute of Technology,Management Science,Sales-Based Rebate Design,"Amir Ajorlou - Massachusetts Institute of Technology (MIT)
Ali Jadbabaie - Massachusetts Institute of Technology (MIT)
Ali Jadbabaie - Massachusetts Institute of Technology (MIT)
Ali Jadbabaie - Massachusetts Institute of Technology (MIT)",2023,69
Massachusetts Institute of Technology,Management Science,Liquidity Windfalls and Reallocation: Evidence from Farming and Fracking,"Richard T Thakor - Massachusetts Institute of Technology (MIT)
Richard T Thakor - University of Minnesota at Twin Cities",2023,69
Massachusetts Institute of Technology,Management Science,Reversing Reserves,"Tayfun Sonmez - Boston College
Parag A Pathak - Massachusetts Institute of Technology (MIT)
Parag A Pathak - National Bureau of Economic Research (NBER)
Alex Rees-Jones - National Bureau of Economic Research (NBER)
Alex Rees-Jones - University of Pennsylvania",2023,69
Massachusetts Institute of Technology,Manufacturing and Service Operations Management,"Multi-purchase Behavior: Modeling, Estimation, and Optimization","Prasoon Patidar - Carnegie Mellon University
Deeksha Sinha - Massachusetts Institute of Technology (MIT)
Theja Tulabandhula - University of Illinois at Chicago
Saketh Reddy Karra - University of Illinois at Chicago",2023,25
Massachusetts Institute of Technology,Journal on Computing,A Prescriptive Machine Learning Approach to Mixed-Integer Convex Optimization,"Dimitris Bertsimas - Massachusetts Institute of Technology (MIT)
Cheol Woo Kim - Massachusetts Institute of Technology (MIT)",2023,35
Massachusetts Institute of Technology,Management Science,Phase Transitions in Bandits with Switching Constraints,"David Simchi-Levi - Massachusetts Institute of Technology (MIT)
David Simchi-Levi - Massachusetts Institute of Technology (MIT)
Yunzong Xu - Massachusetts Institute of Technology (MIT)
Yunzong Xu - Microsoft Research
Yunzong Xu - University of Illinois at Urbana-Champaign",2023,69
Massachusetts Institute of Technology,Operations Research,Unit Commitment Problem with Energy Storage Under Correlated Renewables Uncertainty,"Felipe Cordera - Massachusetts Institute of Technology (MIT)
Rodrigo Moreno - Instituto Sistemas Complejos Ingenieria / Complex Engineering Systems Institute (ISCI)
Fernando Ordonez - Instituto Sistemas Complejos Ingenieria / Complex Engineering Systems Institute (ISCI)
Felipe Cordera - University of Chile
Rodrigo Moreno - University of Chile
Fernando Ordonez - University of Chile",2023,71
Massachusetts Institute of Technology,Operations Research,Recent Developments in Security-Constrained AC Optimal Power Flow: Overview of Challenge 1 in the ARPA-E Grid Optimization Competition,"Shixuan Zhang - Brown University
Daniel K Molzahn - Georgia Institute of Technology
Amin Gholami - Georgia Institute of Technology
Ignacio Aravena - Lawrence Livermore National Laboratory
Cosmin G Petra - Lawrence Livermore National Laboratory
Xu Andy Sun - Massachusetts Institute of Technology (MIT)
Shenyinying Tu - Northwestern University
Andreas Wachter - Northwestern University
Ermin Wei - Northwestern University
Elizabeth Wong - University of California at San Diego
Kaizhao Sun - Alibaba Group Inc
Frank E Curtis - Lehigh University
Stephen T Elbert - Pacific Northwest National Laboratory
Jesse T Holzer - Pacific Northwest National Laboratory
Arun Veeramany - Pacific Northwest National Laboratory
Ignacio Aravena - Teamgollnlp
Cosmin G Petra - Teamgollnlp
Daniel K Molzahn - TeamGO-SNIP
Frank E Curtis - TeamGO-SNIP
Shenyinying Tu - TeamGO-SNIP
Andreas Wachter - TeamGO-SNIP
Ermin Wei - TeamGO-SNIP
Elizabeth Wong - TeamGO-SNIP
Shixuan Zhang - Team GMI-GO
Amin Gholami - Team GMI-GO
Kaizhao Sun - Team GMI-GO
Xu Andy Sun - Team GMI-GO
Stephen T Elbert - Grid Optimization Competition Organization Team
Jesse T Holzer - Grid Optimization Competition Organization Team
Arun Veeramany - Grid Optimization Competition Organization Team",2023,71
Massachusetts Institute of Technology,Journal of Financial Economics,IPO peer effects,"Richard T Thakor - Massachusetts Institute of Technology (MIT)
Cyrus Aghamolla - University of Minnesota at Twin Cities
Richard T Thakor - University of Minnesota at Twin Cities",2022,144
Massachusetts Institute of Technology,Operations Research,Detecting Bots and Assessing Their Impact in Social Networks,"Nicolas Guenon des Mesnards - Massachusetts Institute of Technology (MIT)
David Scott Hunter - Massachusetts Institute of Technology (MIT)
Zakaria el Hjouji - Massachusetts Institute of Technology (MIT)
Tauhid Zaman - Yale University",2022,70
Massachusetts Institute of Technology,Operations Research,Data-Driven Optimization: A Reproducing Kernel Hilbert Space Approach,"Dimitris Bertsimas - Massachusetts Institute of Technology (MIT)
Nihal Koduri - Massachusetts Institute of Technology (MIT)",2022,70
Massachusetts Institute of Technology,Journal on Computing,A Scalable Algorithm for Sparse Portfolio Selection,"Dimitris Bertsimas - Massachusetts Institute of Technology (MIT)
Ryan Cory-Wright - Massachusetts Institute of Technology (MIT)",2022,34
Massachusetts Institute of Technology,Management Science,Learning in a Post-Truth World,"James Siderius - Massachusetts Institute of Technology (MIT)
Mohamed Mostagir - University of Michigan at Ann Arbor",2022,68
Massachusetts Institute of Technology,Management Science,Hedging the Drift: Learning to Optimize Under Nonstationarity,"David Simchi-Levi - Massachusetts Institute of Technology (MIT)
Wang Chi Cheung - National University of Singapore (NUS)
Ruihao Zhu - Purdue University",2022,68
Massachusetts Institute of Technology,Management Science,Evaluating Stochastic Seeding Strategies in Networks,"Dean Eckles - Massachusetts Institute of Technology (MIT)
Dean Eckles - Massachusetts Institute of Technology (MIT)
Alex Chin - Stanford University
Johan Ugander - Stanford University
Johan Ugander - Stanford University",2022,68
Massachusetts Institute of Technology,Management Science,Inventory Balancing with Online Learning,"Will Ma - Columbia University
David Simchi-Levi - Massachusetts Institute of Technology (MIT)
Wang Chi Cheung - National University of Singapore (NUS)
Xinshang Wang - Shanghai Jiao Tong University, Antai
Xinshang Wang - Alibaba Group Inc",2022,68
Massachusetts Institute of Technology,Management Science,Meta Dynamic Pricing: Transfer Learning Across Experiments,"David Simchi-Levi - Massachusetts Institute of Technology (MIT)
Ruihao Zhu - Purdue University
Hamsa Bastani - University of Pennsylvania",2022,68
Massachusetts Institute of Technology,Management Science,A Statistical Learning Approach to Personalization in Revenue Management,"Zachary Owen - Brigham Young University
Clark Pixton - Brigham Young University
David Simchi-Levi - Massachusetts Institute of Technology (MIT)
Xi Chen - New York University (NYU)",2022,68
Massachusetts Institute of Technology,Journal on Computing,Stochastic Cutting Planes for Data-Driven Optimization,"Dimitris Bertsimas - Massachusetts Institute of Technology (MIT)
Michael Lingzhi Li - Massachusetts Institute of Technology (MIT)",2022,34
Massachusetts Institute of Technology,Journal on Computing,ExpertRNA: A New Framework for RNA Secondary Structure Prediction,"Menghan Liu - Arizona State University
Erik Poppleton - Arizona State University
Giulia Pedrielli - Arizona State University
Petr Sulc - Arizona State University
Dimitri P Bertsekas - Arizona State University
Dimitri P Bertsekas - Massachusetts Institute of Technology (MIT)",2022,34
Massachusetts Institute of Technology,Journal on Computing,Solving Natural Conic Formulations with Hypatia.jl,"Juan Pablo Vielma - Massachusetts Institute of Technology (MIT)
Chris Coey - Massachusetts Institute of Technology (MIT)
Lea Kapelevich - Massachusetts Institute of Technology (MIT)
Juan Pablo Vielma - Google",2022,34
Massachusetts Institute of Technology,Journal on Computing,Managing Product Transitions: A Bilevel Programming Approach,"Karl G. Kempf - Intel Corporation
Rahman Khorramfar - Massachusetts Institute of Technology (MIT)
Osman Y. Ozaltin - North Carolina State University
Reha Uzsoy - North Carolina State University",2022,34
Massachusetts Institute of Technology,Management Science,Online Assortment Optimization with Reusable Resources,"Vineet Goyal - Columbia University
Garud N. Iyengar - Columbia University
Xiao-Yue Gong - Massachusetts Institute of Technology (MIT)
David Simchi-Levi - Massachusetts Institute of Technology (MIT)
Shuangyu Wang - Massachusetts Institute of Technology (MIT)
Rajan Udwani - University of California at Berkeley",2022,68
Massachusetts Institute of Technology,Management Science,Privacy-Preserving Dynamic Personalized Pricing with Demand Learning,"David Simchi-Levi - Massachusetts Institute of Technology (MIT)
Xi Chen - New York University (NYU)
Yining Wang - University of Florida",2022,68
Massachusetts Institute of Technology,Management Science,Dynamic Pricing and Inventory Control with Fixed Ordering Cost and Incomplete Demand Information,"David Simchi-Levi - Massachusetts Institute of Technology (MIT)
Yining Wang - University of Florida
Boxiao Chen - University of Illinois at Chicago
Yuan Zhou - University of Illinois at Urbana-Champaign",2022,68
Massachusetts Institute of Technology,Management Science,Find and Replace: R&D Investment Following the Erosion of Existing Products,"Joshua L Krieger - Harvard University
Richard T Thakor - Massachusetts Institute of Technology (MIT)
Richard T Thakor - University of Minnesota at Twin Cities
Xuelin Li - University of South Carolina at Columbia",2022,68
Massachusetts Institute of Technology,Management Science,Data-Driven Approximation Schemes for Joint Pricing and Inventory Control Models,"David Simchi-Levi - Massachusetts Institute of Technology (MIT)
Li Wang - Massachusetts Institute of Technology (MIT)
David Simchi-Levi - Massachusetts Institute of Technology (MIT)
Hanzhang Qin - Massachusetts Institute of Technology (MIT)",2022,68
Massachusetts Institute of Technology,Management Science,When Is Society Susceptible to Manipulation?,"Asuman Ozdaglar - Massachusetts Institute of Technology (MIT)
James Siderius - Massachusetts Institute of Technology (MIT)
Mohamed Mostagir - University of Michigan at Ann Arbor",2022,68
Massachusetts Institute of Technology,Management Science,Online Learning and Optimization for Revenue Management Problems with Add-on Discounts,"David Simchi-Levi - Massachusetts Institute of Technology (MIT)
Rui Sun - Massachusetts Institute of Technology (MIT)
Huanan Zhang - University of Colorado at Boulder",2022,68
Massachusetts Institute of Technology,Operations Research,Network Inspection for Detecting Strategic Attacks,"Mathieu Dahan - Georgia Institute of Technology
Saurabh Amin - Massachusetts Institute of Technology (MIT)
Lina Sela - University of Texas at Austin",2022,70
Massachusetts Institute of Technology,Operations Research,Strategic Workforce Planning Under Uncertainty,"Gar Goei Loke - Erasmus University Rotterdam
Patrick Jaillet - Massachusetts Institute of Technology (MIT)
Melvyn Sim - National University of Singapore (NUS)",2022,70
Massachusetts Institute of Technology,Operations Research,Distributionally Robust Linear and Discrete Optimization with Marginals,"Will Ma - Columbia University
David Simchi-Levi - Massachusetts Institute of Technology (MIT)
Zhenzhen Yan - Nanyang Technological University
Karthik Natarajan - Singapore University of Technology and Design
Louis Chen - Naval Postgraduate School",2022,70
Massachusetts Institute of Technology,Operations Research,Seeding with Costly Network Information,"Dean Eckles - Massachusetts Institute of Technology (MIT)
Elchanan Mossel - Massachusetts Institute of Technology (MIT)
M. Amin Rahimian - University of Pittsburgh
Hossein Esfandiari - Google",2022,70
Massachusetts Institute of Technology,Operations Research,A New Approach for Vehicle Routing with Stochastic Demand: Combining Route Assignment with Process Flexibility,"Yehua Wei - Duke University
David Simchi-Levi - Massachusetts Institute of Technology (MIT)
David Simchi-Levi - Massachusetts Institute of Technology (MIT)
Kirby Ledvina - Massachusetts Institute of Technology (MIT)
David Simchi-Levi - Massachusetts Institute of Technology (MIT)
Hanzhang Qin - Massachusetts Institute of Technology (MIT)",2022,70
Massachusetts Institute of Technology,Manufacturing and Service Operations Management,Course Scheduling Under Sudden Scarcity: Applications to Pandemic Planning,"Dimitris Bertsimas - Massachusetts Institute of Technology (MIT)
Arthur Delarue - Massachusetts Institute of Technology (MIT)
Julia Yan - Massachusetts Institute of Technology (MIT)
Cynthia Barnhart - Massachusetts Institute of Technology (MIT)",2022,24
Massachusetts Institute of Technology,Manufacturing and Service Operations Management,Estimating Lost Sales for Substitutable Products with Uncertain On-Shelf Availability,"Francisco Jauffred - Massachusetts Institute of Technology (MIT)
Fredrik Eng-Larsson - Stockholm University
Daniel Steeneck - U.S. Air Force, Wright-Patterson AFB",2022,24
Massachusetts Institute of Technology,Production and Operations Management,Trading safety stock for service response time in inventory positioning,"Ryan Ferer - Accenture
Jonathan Mays - Accenture
Ken Merriam - Accenture
Megan Forrester - Home Depot
Alex Hamrick - Home Depot
Hanzhang Qin - Massachusetts Institute of Technology (MIT)
David Simchi-Levi - Massachusetts Institute of Technology (MIT)",2022,31
Massachusetts Institute of Technology,Operations Research,Building a Location-Based Set of Social Media Users,"Christopher E Marks - Massachusetts Institute of Technology (MIT)
Tauhid Zaman - Yale University",2022,70
Massachusetts Institute of Technology,Operations Research,Iterative Collaborative Filtering for Sparse Matrix Estimation,"Christina Lee Yu - Cornell University
Devavrat Shah - Massachusetts Institute of Technology (MIT)
Christian Borgs - University of California at Berkeley
Jennifer T Chayes - University of California at Berkeley",2022,70
Massachusetts Institute of Technology,Operations Research,Nonasymptotic Analysis of Monte Carlo Tree Search,"Devavrat Shah - Massachusetts Institute of Technology (MIT)
Zhi Xu - Massachusetts Institute of Technology (MIT)
Qiaomin Xie - University of Wisconsin at Madison",2022,70
Massachusetts Institute of Technology,Management Science,Online Pricing with Offline Data: Phase Transition and Inverse Square Law,"Jinzhi Bu - Hong Kong Polytechnic University
David Simchi-Levi - Massachusetts Institute of Technology (MIT)
Yunzong Xu - Massachusetts Institute of Technology (MIT)",2022,68
Massachusetts Institute of Technology,Journal on Computing,SDDP.jl: A Julia Package for Stochastic Dual Dynamic Programming,"Lea Kapelevich - Massachusetts Institute of Technology (MIT)
Oscar Dowson - Northwestern University",2021,33
Massachusetts Institute of Technology,Journal on Computing,Exploiting the Structure of Two-Stage Robust Optimization Models with Exponential Scenarios,"Seyed Hossein Hashemi Doulabi - Concordia University
Gilles Pesant - Ecole Polytechnique, Montreal
Louis-Martin Rousseau - Ecole Polytechnique, Montreal
Patrick Jaillet - Massachusetts Institute of Technology (MIT)
Gilles Pesant - CIRRELT
Louis-Martin Rousseau - CIRRELT
Seyed Hossein Hashemi Doulabi - CIRRELT",2021,33
Massachusetts Institute of Technology,Operations Research,Value of Information in Bayesian Routing Games,"Manxi Wu - Massachusetts Institute of Technology (MIT)
Saurabh Amin - Massachusetts Institute of Technology (MIT)
Asuman Ozdaglar - Massachusetts Institute of Technology (MIT)",2021,69
Massachusetts Institute of Technology,Operations Research,On Policies for Single-Leg Revenue Management with Limited Demand Information,"Will Ma - Columbia University
David Simchi-Levi - Massachusetts Institute of Technology (MIT)
Chung-Piaw Teo - National University of Singapore (NUS)",2021,69
Massachusetts Institute of Technology,Operations Research,Bayesian Decision Making in Groups is Hard,"Jan Hazla - Ecole Polytechnique Federale de Lausanne (EPFL)
Ali Jadbabaie - Massachusetts Institute of Technology (MIT)
Elchanan Mossel - Massachusetts Institute of Technology (MIT)
M Amin Rahimian - University of Pittsburgh",2021,69
Massachusetts Institute of Technology,Production and Operations Management,Operations-Finance Interface in Risk Management: Research Evolution and Opportunities,"Lima Zhao - Massachusetts Institute of Technology (MIT)
Arnd Huchzermeier - WHU - Otto Beisheim School of Management
Jiao Wang - University of Electronic Science and Technology of China
Lima Zhao - Ningbo Supply Chain Innovation Institute China (NSCIIC)",2021,30
Massachusetts Institute of Technology,Production and Operations Management,Dynamic Inventory Allocation with Demand Learning for Seasonal Goods,"He Wang - Georgia Institute of Technology
David Simchi-Levi - Massachusetts Institute of Technology (MIT)
Mila Nambiar - Agency fo Science, Technology and Research (A*Star)",2021,30
Massachusetts Institute of Technology,Strategic Management Journal,What makes dynamic strategic problems difficult? Evidence from an experimental study,"Hazhir Rahmandad - Massachusetts Institute of Technology (MIT)
Drazen Prelec - Massachusetts Institute of Technology (MIT)
Drazen Prelec - Massachusetts Institute of Technology (MIT)
Drazen Prelec - Massachusetts Institute of Technology (MIT)
Jerker Denrell - University of Warwick",2021,42
Massachusetts Institute of Technology,Management Science,Dynamic Pricing (and Assortment) Under a Static Calendar,"Will Ma - Columbia University
David Simchi-Levi - Massachusetts Institute of Technology (MIT)
Jinglong Zhao - Massachusetts Institute of Technology (MIT)
David Simchi-Levi - Massachusetts Institute of Technology (MIT)",2021,67
Massachusetts Institute of Technology,Management Science,Promotion Optimization for Multiple Items in Supermarkets,"Jeremy J Kalas - Massachusetts Institute of Technology (MIT)
Georgia Perakis - Massachusetts Institute of Technology (MIT)
Maxime C Cohen - McGill University",2021,67
Massachusetts Institute of Technology,Management Science,Testing at the Source: Analytics-Enabled Risk-Based Sampling of Food Supply Chains in China,"Retsef Levi - Massachusetts Institute of Technology (MIT)
Nicholas Renegar - Massachusetts Institute of Technology (MIT)
Stacy Springs - Massachusetts Institute of Technology (MIT)
Cangyu Jin - Zhejiang University
Qiao Liang - Zhejiang University
Jiehong Zhou - Zhejiang University
Weihua Zhou - Zhejiang University",2021,67
Massachusetts Institute of Technology,Management Science,Getting Their Hands Dirty: How Female Managers Motivate Female Worker Productivity Through Subordinate Scut Work,"Ranjitha Shivaram - Massachusetts Institute of Technology (MIT)
Aruna Ranganathan - Stanford University",2021,67
Massachusetts Institute of Technology,Operations Research,Online Resource Allocation Under Partially Predictable Demand,"Patrick Jaillet - Massachusetts Institute of Technology (MIT)
Vahideh Manshadi - Yale University
Dawsen Hwang - Google",2021,69
Massachusetts Institute of Technology,MIS Quarterly,Failures of Fairness in Automation Require a Deeper Understanding of Human-ML Augmentation,"Mike H M Teodorescu - Boston College
Gerald C Kane - Boston College
Yazeed Awwad - King Abdul-Aziz University
Yazeed Awwad - Massachusetts Institute of Technology (MIT)
Lily Morse - West Virginia University",2021,45
Massachusetts Institute of Technology,The Review of Financial Studies,"A Model of Endogenous Risk Intolerance and LSAPs: Asset Prices and Aggregate Demand in a ""COVID-19"" Shock","Ricardo J Caballero - Massachusetts Institute of Technology (MIT)
Alp Simsek - Massachusetts Institute of Technology (MIT)
Ricardo J Caballero - National Bureau of Economic Research (NBER)
Alp Simsek - National Bureau of Economic Research (NBER)
Alp Simsek - Centre for Economic Policy Research (CEPR)",2021,34
Massachusetts Institute of Technology,Management Science,Shrinking the Upper Confidence Bound: A Dynamic Product Selection Problem for Urban Warehouses,"David Simchi-Levi - Massachusetts Institute of Technology (MIT)
Li Wang - Massachusetts Institute of Technology (MIT)
David Simchi-Levi - Massachusetts Institute of Technology (MIT)
Xinshang Wang - Shanghai Jiao Tong University, Antai
Rong Jin - Alibaba Group Inc
Xinshang Wang - Alibaba Group Inc
Sen Yang - Alibaba Group Inc",2021,67
Massachusetts Institute of Technology,Management Science,Optimization: From Its Inception,"Thomas L Magnanti - Massachusetts Institute of Technology (MIT)
Thomas L Magnanti - Massachusetts Institute of Technology (MIT)",2021,67
Massachusetts Institute of Technology,Management Science,Multimodal Dynamic Pricing,"David Simchi-Levi - Massachusetts Institute of Technology (MIT)
Yining Wang - University of Florida
Boxiao Chen - University of Illinois at Chicago",2021,67
Massachusetts Institute of Technology,Operations Research,Data-Driven Transit Network Design at Scale,"Dimitris Bertsimas - Massachusetts Institute of Technology (MIT)
Yee Sian Ng - Massachusetts Institute of Technology (MIT)
Julia Yan - Massachusetts Institute of Technology (MIT)",2021,69
Massachusetts Institute of Technology,Operations Research,Private Sequential Learning,"John N Tsitsiklis - Massachusetts Institute of Technology (MIT)
Zhi Xu - Massachusetts Institute of Technology (MIT)
Kuang Xu - Stanford University",2021,69
Massachusetts Institute of Technology,Organization Science,Cooperative Criticism: When Criticism Enhances Creativity in Brainstorming and Negotiation,"Jared R Curhan - Massachusetts Institute of Technology (MIT)
Tatiana Labuzova - Massachusetts Institute of Technology (MIT)
Aditi Mehta - Massachusetts Institute of Technology (MIT)",2021,32
Massachusetts Institute of Technology,Strategic Management Journal,Examining investor reactions to appointments of Black top management executives and CEOs,"Javad Felzabadi - Massachusetts Institute of Technology (MIT)
David Gilgor - University of Mississippi
Millorad Novicevic - University of Mississippi
Andrew Stapleton - University of Wisconsin at La Crosse",2021,42
Massachusetts Institute of Technology,Operations Research,Compressing Over-the-Counter Markets,"Tarik Roukny - KU Leuven / Katholieke Universiteit Leuven
Tarik Roukny - Massachusetts Institute of Technology (MIT)
Marco D'Errico - European Central Bank",2021,69
Massachusetts Institute of Technology,Production and Operations Management,A Systems Framework for International Development: The Data-Layered Causal Loop Diagram,"Erica Gralla - George Washington University
Finley Wetmore - George Washington University
Megan Peters - George Washington University
Courtney Blair - Massachusetts Institute of Technology (MIT)
Jarrod Goentzel - Massachusetts Institute of Technology (MIT)",2021,30
Massachusetts Institute of Technology,Management Science,Management Science: The Legacy of the Past and Challenge of the Future,"David Simchi-Levi - Massachusetts Institute of Technology (MIT)
Wallace Hopp - University of Michigan at Ann Arbor",2021,67
Massachusetts Institute of Technology,Management Science,Economically Motivated Adulteration in Farming Supply Chains,"Retsef Levi - Massachusetts Institute of Technology (MIT)
Somya Singhvi - Massachusetts Institute of Technology (MIT)
Yanchong Zheng - Massachusetts Institute of Technology (MIT)",2020,66
Massachusetts Institute of Technology,Operations Research,Faster Kriging: Facing High-Dimensional Simulators,"Xuefei Lu - Bocconi University / Universita Bocconi
Emanuele Borgonovo - Bocconi University / Universita Bocconi
Emanuele Borgonovo - Bocconi University / Universita Bocconi
Alessandro Rudi - INRIA-Ecole Nomale Superieure
Lorenzo Rosasco - Massachusetts Institute of Technology (MIT)
Lorenzo Rosasco - Universita degli Studi di Genova / University of Genoa
Lorenzo Rosasco - Istituto Italiano di Tecnologia / Italian Instititure of Technology",2020,68
Massachusetts Institute of Technology,Management Science,Entrepreneurial Uncertainty and Expert Evaluation: An Empirical Analysis,"Pian Shu - Georgia Institute of Technology
Erin L Scott - Massachusetts Institute of Technology (MIT)
Roman M Lubynsky - Massachusetts Institute of Technology (MIT)",2020,66
Massachusetts Institute of Technology,Journal on Computing,Relative Robust and Adaptive Optimization,"Dimitris Bertsimas - Massachusetts Institute of Technology (MIT)
Iain Dunning - Massachusetts Institute of Technology (MIT)",2020,32
Massachusetts Institute of Technology,Operations Research,Computation of Exact Bootstrap Confidence Intervals: Complexity and Deterministic Algorithms,"Dimitris Bertsimas - Massachusetts Institute of Technology (MIT)
Bradley Sturt - Massachusetts Institute of Technology (MIT)",2020,68
Massachusetts Institute of Technology,Operations Research,Technical Note—Constant-Order Policies for Lost-Sales Inventory Models with Random Supply Functions: Asymptotics and Heuristic,"Dacheng Yao - Chinese Academy of Sciences
Xiting Gong - The Chinese University of Hong Kong (CUHK), Shatin
Jinzhi Bu - Massachusetts Institute of Technology (MIT)",2020,68
Massachusetts Institute of Technology,Operations Research,Fast Best Subset Selection: Coordinate Descent and Local Combinatorial Optimization Algorithms,"Hussein Hazimeh - Massachusetts Institute of Technology (MIT)
Rahul Mazumder - Massachusetts Institute of Technology (MIT)",2020,68
Massachusetts Institute of Technology,Strategic Management Journal,"A recentering approach for interpreting interaction effects from logit, probit, and other nonlinear models","Yujin Jeong - American University
Whitney K Newey - Massachusetts Institute of Technology (MIT)
Jordan I Siegel - University of Michigan at Ann Arbor
Sophie Yu-Pu Chen - University of Michigan at Ann Arbor",2020,41
Massachusetts Institute of Technology,Management Science,On the Financing Benefits of Supply Chain Transparency and Blockchain Adoption,"Jiri Chod - Boston College
Nikolaos Trichakis - Massachusetts Institute of Technology (MIT)
Nikolaos Trichakis - Massachusetts Institute of Technology (MIT)
Gerry Tsoukalas - University of Pennsylvania
Henry Aspegren - Google
Mark Weber - IBM Research
Mark Weber - MIT-IBM Watson Artificial Intelligence Laboratory",2020,66
Massachusetts Institute of Technology,Management Science,Near-Optimal A-B Testing,"Nikhil Bhat - Columbia University
Ciamac C Moallemi - Columbia University
Vivek F Farias - Massachusetts Institute of Technology (MIT)
Deeksha Sinha - Massachusetts Institute of Technology (MIT)",2020,66
Massachusetts Institute of Technology,Management Science,The Implied Truth Effect: Attaching Warnings to a Subset of Fake News Headlines Increases Perceived Accuracy of Headlines Without Warnings,"Adam Bear - Harvard University
David G Rand - Massachusetts Institute of Technology (MIT)
David G Rand - Massachusetts Institute of Technology (MIT)
David G Rand - Massachusetts Institute of Technology (MIT)
Evan T Collins - Yale University
Gordon Pennycook - University of Regina",2020,66
Massachusetts Institute of Technology,Operations Research,"Algorithms for Online Matching, Assortment, and Pricing with Tight Weight-Dependent Competitive Ratios","Will Ma - Columbia University
David Simchi-Levi - Massachusetts Institute of Technology (MIT)",2020,68
Massachusetts Institute of Technology,Management Science,Scheduling Promotion Vehicles to Boost Profits,"Lennart Baardman - Massachusetts Institute of Technology (MIT)
Georgia Perakis - Massachusetts Institute of Technology (MIT)
Maxime C Cohen - New York University (NYU)
Kiran Panchamgam - Oracle
Danny Segev - University of Haifa",2019,65
Massachusetts Institute of Technology,Operations Research,Travel Time Estimation in the Age of Big Data,"Dimitris Bertsimas - Massachusetts Institute of Technology (MIT)
Arthur Delarue - Massachusetts Institute of Technology (MIT)
Patrick Jaillet - Massachusetts Institute of Technology (MIT)
Sebastien Martin - Massachusetts Institute of Technology (MIT)",2019,67
Massachusetts Institute of Technology,Production and Operations Management,The Hierarchy-Niche Model for Supply Networks,"Daniel E Whitney - Massachusetts Institute of Technology (MIT)
Jianxi Luo - Singapore University of Technology and Design",2019,28
Massachusetts Institute of Technology,Journal of Financial Economics,Should retail investors' leverage be limited?,"Rawley Z Heimer - Boston College
Alp Simsek - Massachusetts Institute of Technology (MIT)
Alp Simsek - National Bureau of Economic Research (NBER)",2019,132
Massachusetts Institute of Technology,The Review of Financial Studies,Low Interest Rates and Risk-Taking: Evidence from Individual Investment Decisions,"Carmen Wang - Harvard University
Chen Lian - Massachusetts Institute of Technology (MIT)
Yueran Ma - University of Chicago",2019,32
Massachusetts Institute of Technology,Management Science,Drivers of Product Expiration in Consumer Packaged Goods Retailing,"Arzum Akkas - Boston University
Vishal Gaur - Cornell University
David Simchi-Levi - Massachusetts Institute of Technology (MIT)",2019,65
